GEOID,votes_Biden_20,votes_Trump_20,votes_total_20,margin_Biden_20,votes_Curran_21,pct_Curran_21,margin_Curran_21_ifwon,votes_Blakeman_21,votes_total_21,pct_Blakeman_21,margin_Blakeman_21_ifwon,margin_21,margin_Curran_21,pct_Biden_20,pct_Trump_20,margin_Curran_21_relto_Biden_20,Town
36059-0419022,312,212,532,18.8,85,51.83,4.27,78,164,47.56,0,4.27,4.27,58.64661654,39.84962406,-6.816616541,4
36059-0419023,595,317,926,30,203,62.27,24.54,123,326,37.73,0,24.54,24.54,64.25485961,34.23326134,-1.984859611,4
36059-0419024,244,366,623,-19.6,126,44.68,0,155,282,54.96,10.28,-10.28,-10.28,39.16532905,58.74799358,5.514670947,4
36059-0419025,260,259,522,0.2,101,46.76,0,115,216,53.24,6.48,-6.48,-6.48,49.80842912,49.61685824,-3.048429119,4
36059-0419026,228,284,520,-10.8,84,37.67,0,139,223,62.33,24.66,-24.66,-24.66,43.84615385,54.61538462,-6.176153846,4
36059-0419027,329,392,742,-8.5,153,46.79,0,174,327,53.21,6.42,-6.42,-6.42,44.33962264,52.83018868,2.450377358,4
36059-0419028,420,345,771,9.7,162,50.47,0.93,159,321,49.53,0,0.94,0.94,54.47470817,44.74708171,-4.004708171,4
36059-0419029,464,341,814,15.1,147,53.07,6.14,130,277,46.93,0,6.14,6.14,57.002457,41.89189189,-3.932457002,4
36059-0419030,185,183,370,0.5,71,45.22,0,86,157,54.78,9.55,-9.56,-9.56,50,49.45945946,-4.78,4
36059-0419031,336,274,621,10,166,50.3,0.61,164,330,49.7,0,0.6,0.6,54.10628019,44.12238325,-3.806280193,4
36059-0419032,231,277,518,-8.9,111,42.86,0,148,259,57.14,14.29,-14.28,-14.28,44.59459459,53.47490347,-1.734594595,4
36059-0419033,347,394,758,-6.2,171,55.52,11.04,137,308,44.48,0,11.04,11.04,45.77836412,51.97889182,9.741635884,4
36059-0419034,291,440,747,-19.9,141,39.17,0,219,360,60.83,21.67,-21.66,-21.66,38.95582329,58.90227577,0.214176707,4
36059-0419035,261,329,596,-11.4,102,40.16,0,152,254,59.84,19.69,-19.68,-19.68,43.79194631,55.20134228,-3.631946309,4
36059-0419036,174,297,482,-25.5,65,32.34,0,136,201,67.66,35.32,-35.32,-35.32,36.09958506,61.61825726,-3.759585062,4
36059-0419037,294,337,641,-6.7,140,48.78,0,147,287,51.22,2.44,-2.44,-2.44,45.86583463,52.57410296,2.914165367,4
36059-0419038,277,282,568,-0.9,98,47.34,0,109,207,52.66,5.31,-5.32,-5.32,48.76760563,49.64788732,-1.427605634,4
36059-0419039,348,336,695,1.7,95,43.58,0,123,218,56.42,12.84,-12.84,-12.84,50.07194245,48.34532374,-6.491942446,4
36059-0419040,360,388,765,-3.7,122,46.39,0,141,263,53.61,7.22,-7.22,-7.22,47.05882353,50.71895425,-0.668823529,4
36059-0419041,315,280,600,5.8,82,48.81,0,86,168,51.19,2.38,-2.38,-2.38,52.5,46.66666667,-3.69,4
36059-0419042,129,106,236,9.7,39,63.93,27.87,22,61,36.07,0,27.86,27.86,54.66101695,44.91525424,9.268983051,4
36059-0419044,373,268,651,16.1,147,53.26,6.52,129,276,46.74,0,6.52,6.52,57.29646697,41.16743472,-4.036466974,4
36059-0419045,326,277,608,8.1,79,41.36,0,112,191,58.64,17.28,-17.28,-17.28,53.61842105,45.55921053,-12.25842105,4
36059-0419046,421,435,877,-1.6,123,41.41,0,174,297,58.59,17.17,-17.18,-17.18,48.004561,49.6009122,-6.594561003,4
36059-0419047,173,186,362,-3.6,66,37.71,0,109,175,62.29,24.57,-24.58,-24.58,47.79005525,51.38121547,-10.08005525,4
36059-0419048,269,397,680,-18.8,116,40.56,0,170,286,59.44,18.88,-18.88,-18.88,39.55882353,58.38235294,1.001176471,4
36059-0419049,247,355,610,-17.7,120,44.61,0,149,269,55.39,10.78,-10.78,-10.78,40.49180328,58.19672131,4.118196721,4
36059-0419050,177,343,527,-31.5,72,31.03,0,160,232,68.97,37.93,-37.94,-37.94,33.58633776,65.08538899,-2.556337761,4
36059-0419051,113,111,229,0.9,38,52.78,5.56,34,72,47.22,0,5.56,5.56,49.34497817,48.47161572,3.435021834,4
36059-0419052,61,61,123,0,9,75,50,3,12,25,0,50,50,49.59349593,49.59349593,25.40650407,4
36059-0419053,262,196,467,14.1,74,54.81,9.63,61,135,45.19,0,9.62,9.62,56.10278373,41.97002141,-1.292783726,4
36059-0419054,124,117,242,2.9,28,44.44,0,35,63,55.56,11.11,-11.12,-11.12,51.23966942,48.34710744,-6.799669421,4
36059-0419055,282,329,619,-7.6,97,37.16,0,163,261,62.45,25.29,-25.29,-25.29,45.55735057,53.15024233,-8.397350565,4
36059-0419056,190,246,440,-12.7,77,41.4,0,109,186,58.6,17.2,-17.2,-17.2,43.18181818,55.90909091,-1.781818182,4
36059-0419057,7,4,11,27.3,4,100,100,0,4,0,0,100,100,63.63636364,36.36363636,36.36363636,4
36059-0419058,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,4
36059-0419701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0509002,241,517,766,-36,110,31.16,0,243,353,68.84,37.68,-37.68,-37.68,31.46214099,67.49347258,-0.302140992,5
36059-0509004,341,684,1032,-33.2,117,25.77,0,337,454,74.23,48.46,-48.46,-48.46,33.04263566,66.27906977,-7.272635659,5
36059-0509006,275,500,785,-28.7,100,32.36,0,209,309,67.64,35.28,-35.28,-35.28,35.03184713,63.69426752,-2.671847134,5
36059-0509007,227,480,714,-35.4,78,28.16,0,199,277,71.84,43.68,-43.68,-43.68,31.79271709,67.22689076,-3.632717087,5
36059-0509008,341,617,975,-28.3,133,30.02,0,310,443,69.98,39.95,-39.96,-39.96,34.97435897,63.28205128,-4.954358974,5
36059-0509009,494,279,785,27.4,177,59,18,123,300,41,0,18,18,62.92993631,35.54140127,-3.929936306,5
36059-0509011,295,596,902,-33.4,127,32.4,0,265,392,67.6,35.2,-35.2,-35.2,32.70509978,66.07538803,-0.305099778,5
36059-0509012,380,456,847,-9,165,45.08,0,201,366,54.92,9.84,-9.84,-9.84,44.86422668,53.83707202,0.215773318,5
36059-0509014,274,514,796,-30.2,116,31.69,0,250,366,68.31,36.61,-36.62,-36.62,34.42211055,64.57286432,-2.732110553,5
36059-0509017,335,496,842,-19.1,112,35.9,0,200,312,64.1,28.21,-28.2,-28.2,39.78622328,58.90736342,-3.886223278,5
36059-0509018,316,534,868,-25.1,146,37.82,0,240,386,62.18,24.35,-24.36,-24.36,36.40552995,61.52073733,1.414470046,5
36059-0509020,250,468,728,-29.9,112,34.04,0,217,329,65.96,31.91,-31.92,-31.92,34.34065934,64.28571429,-0.300659341,5
36059-0509021,232,350,592,-19.9,82,34.31,0,157,239,65.69,31.38,-31.38,-31.38,39.18918919,59.12162162,-4.879189189,5
36059-0509022,803,344,1159,39.6,208,68.65,37.62,94,303,31.02,0,37.63,37.63,69.2838654,29.68075928,-0.633865401,5
36059-0509001,311,811,1126,-44.4,142,27.1,0,382,524,72.9,45.8,-45.8,-45.8,27.61989343,72.02486679,-0.519893428,5
36059-0509003,282,573,868,-33.5,117,32.41,0,244,361,67.59,35.18,-35.18,-35.18,32.48847926,66.01382488,-0.078479263,5
36059-0509013,293,738,1042,-42.7,113,25,0,338,452,74.78,49.78,-49.78,-49.78,28.11900192,70.82533589,-3.119001919,5
36059-0509016,206,434,650,-35.1,80,28.27,0,203,283,71.73,43.46,-43.46,-43.46,31.69230769,66.76923077,-3.422307692,5
36059-0509005,316,596,917,-30.5,114,29.53,0,272,386,70.47,40.93,-40.94,-40.94,34.46019629,64.99454744,-4.930196292,5
36059-0509010,289,498,792,-26.4,125,34.53,0,237,362,65.47,30.94,-30.94,-30.94,36.48989899,62.87878788,-1.95989899,5
36059-0509019,234,402,647,-26,106,37.32,0,177,284,62.32,25,-25,-25,36.16692427,62.13292117,1.153075734,5
36059-0509023,285,332,623,-7.5,83,40.29,0,122,206,59.22,18.93,-18.93,-18.93,45.74638844,53.2905297,-5.456388443,5
36059-0509024,237,463,705,-32.1,106,33.97,0,206,312,66.03,32.05,-32.06,-32.06,33.61702128,65.67375887,0.352978723,5
36059-0509025,317,622,955,-31.9,113,27.36,0,300,413,72.64,45.28,-45.28,-45.28,33.19371728,65.13089005,-5.833717277,5
36059-0509026,297,544,853,-29,151,35.95,0,269,420,64.05,28.1,-28.1,-28.1,34.81828839,63.77491208,1.131711606,5
36059-0509027,316,659,992,-34.6,155,32.29,0,325,480,67.71,35.42,-35.42,-35.42,31.85483871,66.43145161,0.43516129,5
36059-0509028,212,417,642,-31.9,113,36.93,0,193,306,63.07,26.14,-26.14,-26.14,33.02180685,64.95327103,3.908193146,5
36059-0509029,337,527,876,-21.7,142,36.98,0,242,384,63.02,26.04,-26.04,-26.04,38.47031963,60.15981735,-1.490319635,5
36059-0509030,311,556,873,-28.1,133,33.08,0,268,402,66.67,33.58,-33.59,-33.59,35.62428408,63.6884307,-2.544284078,5
36059-0509031,172,397,577,-39,84,28.77,0,206,292,70.55,41.78,-41.78,-41.78,29.80935875,68.80415945,-1.039358752,5
36059-0509032,256,322,586,-11.3,82,38.68,0,130,212,61.32,22.64,-22.64,-22.64,43.68600683,54.94880546,-5.006006826,5
36059-0509033,669,467,1144,17.7,220,53.4,6.8,192,412,46.6,0,6.8,6.8,58.47902098,40.82167832,-5.079020979,5
36059-0509034,212,251,475,-8.2,82,42.27,0,112,194,57.73,15.46,-15.46,-15.46,44.63157895,52.84210526,-2.361578947,5
36059-0509035,187,359,548,-31.4,77,32.08,0,163,240,67.92,35.83,-35.84,-35.84,34.12408759,65.51094891,-2.044087591,5
36059-0509036,131,254,388,-31.7,59,38.06,0,96,155,61.94,23.87,-23.88,-23.88,33.7628866,65.46391753,4.297113402,5
36059-0509037,217,427,657,-32,91,32.04,0,193,284,67.96,35.92,-35.92,-35.92,33.02891933,64.99238965,-0.98891933,5
36059-0509038,330,411,757,-10.7,129,45.58,0,154,283,54.42,8.83,-8.84,-8.84,43.59313078,54.29326288,1.986869221,5
36059-0509039,306,177,492,26.2,70,52.63,5.26,63,133,47.37,0,5.26,5.26,62.19512195,35.97560976,-9.565121951,5
36059-0509040,180,280,468,-21.4,63,33.51,0,125,188,66.49,32.98,-32.98,-32.98,38.46153846,59.82905983,-4.951538462,5
36059-0509041,261,333,599,-12,88,40.74,0,126,216,58.33,17.59,-17.59,-17.59,43.57262104,55.59265442,-2.832621035,5
36059-0509042,130,157,292,-9.2,44,40.37,0,65,109,59.63,19.27,-19.26,-19.26,44.52054795,53.76712329,-4.150547945,5
36059-0509043,206,228,436,-5,55,37.41,0,92,147,62.59,25.17,-25.18,-25.18,47.24770642,52.29357798,-9.837706422,5
36059-0509044,103,85,193,9.3,37,52.11,4.23,34,71,47.89,0,4.22,4.22,53.36787565,44.04145078,-1.257875648,5
36059-0509045,6,9,16,-18.8,0,0,0,0,0,0,0,0,0,37.5,56.25,-37.5,5
36059-0513001,102,135,239,-13.8,14,82.35,64.71,3,17,17.65,0,64.7,64.7,42.67782427,56.48535565,39.67217573,5
36059-0513002,120,129,249,-3.6,50,45.45,0,60,110,54.55,9.09,-9.1,-9.1,48.19277108,51.80722892,-2.742771084,5
36059-0513003,23,23,47,0,5,100,100,0,5,0,0,100,100,48.93617021,48.93617021,51.06382979,5
36059-0513005,306,377,700,-10.1,143,43.87,0,183,326,56.13,12.27,-12.26,-12.26,43.71428571,53.85714286,0.155714286,5
36059-0513006,95,100,196,-2.6,33,41.25,0,47,80,58.75,17.5,-17.5,-17.5,48.46938776,51.02040816,-7.219387755,5
36059-0513007,338,289,638,7.7,123,49,0,128,251,51,1.99,-2,-2,52.97805643,45.29780564,-3.978056426,5
36059-0513009,167,122,296,15.2,39,44.32,0,49,88,55.68,11.36,-11.36,-11.36,56.41891892,41.21621622,-12.09891892,5
36059-0513012,336,244,583,15.8,125,55.07,10.13,102,227,44.93,0,10.14,10.14,57.6329331,41.85248714,-2.562933105,5
36059-0513013,615,376,1000,23.9,190,55.39,10.79,153,343,44.61,0,10.78,10.78,61.5,37.6,-6.11,5
36059-0513014,566,342,921,24.3,162,57.65,15.3,119,281,42.35,0,15.3,15.3,61.45494028,37.13355049,-3.804940282,5
36059-0513015,938,449,1394,35.1,337,64.56,29.12,185,522,35.44,0,29.12,29.12,67.28837877,32.20946915,-2.728378766,5
36059-0513022,399,224,627,27.9,131,58.22,16.44,94,225,41.78,0,16.44,16.44,63.63636364,35.72567783,-5.416363636,5
36059-0513023,504,236,747,35.9,159,67.37,35.17,76,236,32.2,0,35.17,35.17,67.46987952,31.59303882,-0.099879518,5
36059-0513026,504,274,785,29.3,184,59.93,19.87,123,307,40.07,0,19.86,19.86,64.20382166,34.9044586,-4.273821656,5
36059-0513025,500,163,668,50.4,180,72.87,45.75,67,247,27.13,0,45.74,45.74,74.8502994,24.4011976,-1.980299401,5
36059-0513027,735,356,1103,34.4,288,66.21,32.41,147,435,33.79,0,32.42,32.42,66.63644606,32.27561197,-0.426446056,5
36059-0513028,510,262,784,31.6,164,58.16,16.31,118,282,41.84,0,16.32,16.32,65.05102041,33.41836735,-6.891020408,5
36059-0513031,358,455,826,-11.7,167,47.31,0,186,353,52.69,5.38,-5.38,-5.38,43.34140436,55.08474576,3.968595642,5
36059-0513032,212,361,580,-25.7,82,34.45,0,156,238,65.55,31.09,-31.1,-31.1,36.55172414,62.24137931,-2.101724138,5
36059-0513033,264,229,497,7,78,45.88,0,92,170,54.12,8.24,-8.24,-8.24,53.11871227,46.07645875,-7.238712274,5
36059-0513035,490,226,728,36.3,213,66.56,33.75,105,320,32.81,0,33.75,33.75,67.30769231,31.04395604,-0.747692308,5
36059-0513036,361,235,605,20.8,155,60.55,21.09,101,256,39.45,0,21.1,21.1,59.66942149,38.84297521,0.880578512,5
36059-0513039,364,190,559,31.1,134,64.42,28.85,74,208,35.58,0,28.84,28.84,65.11627907,33.98926655,-0.69627907,5
36059-0513043,246,152,406,23.2,93,57.41,14.81,69,162,42.59,0,14.82,14.82,60.591133,37.43842365,-3.181133005,5
36059-0513044,397,256,660,21.4,141,56.18,12.35,110,251,43.82,0,12.36,12.36,60.15151515,38.78787879,-3.971515152,5
36059-0513047,427,300,735,17.3,102,46.15,0,119,221,53.85,7.69,-7.7,-7.7,58.0952381,40.81632653,-11.9452381,5
36059-0513049,481,341,838,16.7,171,52.78,5.56,153,324,47.22,0,5.56,5.56,57.39856802,40.69212411,-4.618568019,5
36059-0513050,375,200,584,30,93,46.04,0,109,202,53.96,7.92,-7.92,-7.92,64.21232877,34.24657534,-18.17232877,5
36059-0513051,476,199,690,40.1,143,59.09,18.18,99,242,40.91,0,18.18,18.18,68.98550725,28.84057971,-9.895507246,5
36059-0513008,328,372,713,-6.2,115,40.64,0,168,283,59.36,18.73,-18.72,-18.72,46.00280505,52.17391304,-5.362805049,5
36059-0513010,435,293,731,19.4,128,53.33,6.67,112,240,46.67,0,6.66,6.66,59.50752394,40.08207934,-6.17752394,5
36059-0513011,455,250,712,28.8,130,55.79,12.02,102,233,43.78,0,12.01,12.01,63.90449438,35.11235955,-8.114494382,5
36059-0513021,369,196,572,30.2,158,67.52,35.04,76,234,32.48,0,35.04,35.04,64.51048951,34.26573427,3.00951049,5
36059-0513016,648,287,944,38.2,272,69.04,38.07,122,394,30.96,0,38.08,38.08,68.6440678,30.40254237,0.395932203,5
36059-0513017,387,244,637,22.4,120,53.57,7.14,104,224,46.43,0,7.14,7.14,60.75353218,38.30455259,-7.183532182,5
36059-0513020,12,5,17,41.2,0,0,0,3,3,100,100,-100,-100,70.58823529,29.41176471,-70.58823529,5
36059-0513029,475,283,767,25,181,62.41,24.83,109,290,37.59,0,24.82,24.82,61.92959583,36.8970013,0.480404172,5
36059-0513037,504,246,759,34,219,67.59,35.19,105,324,32.41,0,35.18,35.18,66.40316206,32.41106719,1.186837945,5
36059-0513041,415,371,791,5.6,139,43.99,0,176,316,55.7,11.71,-11.71,-11.71,52.46523388,46.90265487,-8.475233881,5
36059-0513018,245,236,489,1.8,88,45.13,0,107,195,54.87,9.74,-9.74,-9.74,50.10224949,48.26175869,-4.972249489,5
36059-0513019,295,235,543,11,120,50.42,1.26,117,238,49.16,0,1.26,1.26,54.32780847,43.27808471,-3.907808471,5
36059-0513024,470,198,675,40.3,198,66.67,33.33,99,297,33.33,0,33.34,33.34,69.62962963,29.33333333,-2.95962963,5
36059-0513042,591,263,864,38,172,61.21,22.42,109,281,38.79,0,22.42,22.42,68.40277778,30.43981481,-7.192777778,5
36059-0513030,366,310,683,8.2,119,53.13,6.7,104,224,46.43,0,6.7,6.7,53.58711567,45.38799414,-0.457115666,5
36059-0513034,603,317,929,30.8,239,63.9,27.81,135,374,36.1,0,27.8,27.8,64.90850377,34.12271259,-1.008503767,5
36059-0513038,488,216,712,38.2,175,61.84,23.67,108,283,38.16,0,23.68,23.68,68.53932584,30.33707865,-6.699325843,5
36059-0513040,412,248,664,24.7,145,55.77,11.92,114,260,43.85,0,11.92,11.92,62.04819277,37.34939759,-6.278192771,5
36059-0513045,315,211,536,19.4,134,58.26,16.52,96,230,41.74,0,16.52,16.52,58.76865672,39.36567164,-0.508656716,5
36059-0513046,459,318,784,18,138,47.1,0,155,293,52.9,5.8,-5.8,-5.8,58.54591837,40.56122449,-11.44591837,5
36059-0513048,432,172,614,42.3,123,64.74,30,66,190,34.74,0,30,30,70.35830619,28.01302932,-5.618306189,5
36059-0513052,452,216,674,35,126,55.75,11.95,99,226,43.81,0,11.94,11.94,67.06231454,32.04747774,-11.31231454,5
36059-0513054,723,381,1115,30.7,242,60.35,20.7,159,401,39.65,0,20.7,20.7,64.84304933,34.17040359,-4.493049327,5
36059-0513055,354,156,513,38.6,92,51.4,2.79,87,179,48.6,0,2.8,2.8,69.00584795,30.40935673,-17.60584795,5
36059-0513056,506,245,754,34.6,112,48.48,0,119,231,51.52,3.03,-3.04,-3.04,67.10875332,32.4933687,-18.62875332,5
36059-0513057,345,177,527,31.9,80,42.55,0,108,188,57.45,14.89,-14.9,-14.9,65.46489564,33.58633776,-22.91489564,5
36059-0513058,407,177,592,38.9,113,55.12,10.24,92,205,44.88,0,10.24,10.24,68.75,29.89864865,-13.63,5
36059-0513059,411,58,473,74.6,132,91.03,82.07,13,145,8.97,0,82.06,82.06,86.89217759,12.26215645,4.13782241,5
36059-0513060,82,26,109,51.4,23,74.19,48.39,8,31,25.81,0,48.38,48.38,75.2293578,23.85321101,-1.039357798,5
36059-0513061,9,3,12,50,2,66.67,33.33,1,3,33.33,0,33.34,33.34,75,25,-8.33,5
36059-0513062,15,6,21,42.9,0,0,0,0,0,0,0,0,0,71.42857143,28.57142857,-71.42857143,5
36059-0513063,7,0,7,100,0,0,0,0,0,0,0,0,0,100,0,-100,5
36059-0513065,460,427,900,3.7,157,50.16,0.32,156,313,49.84,0,0.32,0.32,51.11111111,47.44444444,-0.951111111,5
36059-0513066,282,164,460,25.7,133,64.56,29.13,73,206,35.44,0,29.12,29.12,61.30434783,35.65217391,3.255652174,5
36059-0513067,378,189,576,32.8,143,62.45,24.89,86,229,37.55,0,24.9,24.9,65.625,32.8125,-3.175,5
36059-0513069,479,151,644,50.9,198,70.46,40.93,83,281,29.54,0,40.92,40.92,74.37888199,23.44720497,-3.918881988,5
36059-0513070,630,314,965,32.7,275,61.11,22.22,175,450,38.89,0,22.22,22.22,65.28497409,32.5388601,-4.174974093,5
36059-0513071,47,37,85,11.8,1,25,0,3,4,75,50,-50,-50,55.29411765,43.52941176,-30.29411765,5
36059-0515001,373,404,788,-3.9,107,39.48,0,164,271,60.52,21.03,-21.04,-21.04,47.33502538,51.26903553,-7.855025381,5
36059-0515002,270,292,568,-3.9,108,46.15,0,126,234,53.85,7.69,-7.7,-7.7,47.53521127,51.4084507,-1.385211268,5
36059-0515003,404,463,885,-6.7,147,39.41,0,226,373,60.59,21.18,-21.18,-21.18,45.64971751,52.31638418,-6.239717514,5
36059-0515005,316,543,866,-26.2,131,31.04,0,291,422,68.96,37.91,-37.92,-37.92,36.48960739,62.70207852,-5.44960739,5
36059-0515007,128,195,324,-20.7,55,46.61,0,63,118,53.39,6.78,-6.78,-6.78,39.50617284,60.18518519,7.10382716,5
36059-0515008,24,3,27,77.8,2,33.33,0,4,6,66.67,33.33,-33.34,-33.34,88.88888889,11.11111111,-55.55888889,5
36059-0515009,211,254,475,-9.1,91,42.52,0,123,214,57.48,14.95,-14.96,-14.96,44.42105263,53.47368421,-1.901052632,5
36059-0515010,541,581,1146,-3.5,185,43.53,0,239,425,56.24,12.71,-12.71,-12.71,47.20767888,50.69808028,-3.677678883,5
36059-0515011,494,511,1019,-1.7,146,45.34,0,176,322,54.66,9.32,-9.32,-9.32,48.47890088,50.14720314,-3.138900883,5
36059-0515012,33,20,54,24.1,2,66.67,33.33,1,3,33.33,0,33.34,33.34,61.11111111,37.03703704,5.558888889,5
36059-0515013,316,517,841,-23.9,133,40.67,0,194,327,59.33,18.65,-18.66,-18.66,37.57431629,61.4744352,3.09568371,5
36059-0515014,174,240,425,-15.5,69,38.76,0,109,178,61.24,22.47,-22.48,-22.48,40.94117647,56.47058824,-2.181176471,5
36059-0515016,173,189,367,-4.4,87,48.33,0,93,180,51.67,3.33,-3.34,-3.34,47.13896458,51.4986376,1.191035422,5
36059-0515019,191,208,406,-4.2,83,46.37,0,96,179,53.63,7.26,-7.26,-7.26,47.04433498,51.23152709,-0.674334975,5
36059-0515020,221,294,522,-14,130,47.62,0,143,273,52.38,4.76,-4.76,-4.76,42.33716475,56.32183908,5.282835249,5
36059-0515021,277,439,728,-22.3,146,41.48,0,206,352,58.52,17.05,-17.04,-17.04,38.04945055,60.3021978,3.430549451,5
36059-0515023,95,113,210,-8.6,33,38.37,0,53,86,61.63,23.26,-23.26,-23.26,45.23809524,53.80952381,-6.868095238,5
36059-0515024,301,285,595,2.7,116,48.74,0,122,238,51.26,2.52,-2.52,-2.52,50.58823529,47.89915966,-1.848235294,5
36059-0515026,41,27,69,20.3,1,50,0,1,2,50,0,0,0,59.42028986,39.13043478,-9.420289855,5
36059-0515028,398,296,712,14.3,152,48.87,0,159,311,51.13,2.25,-2.26,-2.26,55.8988764,41.57303371,-7.028876404,5
36059-0515030,346,299,650,7.2,137,50.55,1.11,134,271,49.45,0,1.1,1.1,53.23076923,46,-2.680769231,5
36059-0515031,289,262,560,4.8,99,45.83,0,117,216,54.17,8.33,-8.34,-8.34,51.60714286,46.78571429,-5.777142857,5
36059-0515032,268,258,533,1.9,57,38,0,93,150,62,24,-24,-24,50.28142589,48.40525328,-12.28142589,5
36059-0515033,575,422,1011,15.1,154,54.61,9.22,128,282,45.39,0,9.22,9.22,56.8743818,41.74085064,-2.2643818,5
36059-0515034,463,429,896,3.8,122,42.96,0,162,284,57.04,14.08,-14.08,-14.08,51.67410714,47.87946429,-8.714107143,5
36059-0515035,367,343,722,3.3,136,45.48,0,163,299,54.52,9.03,-9.04,-9.04,50.83102493,47.50692521,-5.351024931,5
36059-0515037,5,3,8,25,0,0,0,0,0,0,0,0,0,62.5,37.5,-62.5,5
36059-0515039,401,323,734,10.6,119,50.42,1.27,116,236,49.15,0,1.27,1.27,54.63215259,44.00544959,-4.212152589,5
36059-0515040,312,248,563,11.4,93,46.04,0,109,202,53.96,7.92,-7.92,-7.92,55.41740675,44.04973357,-9.37740675,5
36059-0515041,98,78,178,11.2,28,53.85,7.69,24,52,46.15,0,7.7,7.7,55.05617978,43.82022472,-1.206179775,5
36059-0515042,131,91,223,17.9,19,39.58,0,29,48,60.42,20.83,-20.84,-20.84,58.74439462,40.80717489,-19.16439462,5
36059-0515043,281,233,520,9.2,85,44.27,0,106,192,55.21,10.94,-10.94,-10.94,54.03846154,44.80769231,-9.768461538,5
36059-0515045,291,228,525,12,78,46.71,0,88,167,52.69,5.99,-5.98,-5.98,55.42857143,43.42857143,-8.718571429,5
36059-0515046,211,222,437,-2.5,70,46.98,0,79,149,53.02,6.04,-6.04,-6.04,48.28375286,50.80091533,-1.30375286,5
36059-0515047,363,279,661,12.7,102,49.28,0,105,207,50.72,1.45,-1.44,-1.44,54.91679274,42.20877458,-5.636792738,5
36059-0515048,285,470,765,-24.2,173,44.82,0,212,386,54.92,10.1,-10.1,-10.1,37.25490196,61.4379085,7.565098039,5
36059-0515049,455,449,908,0.7,145,46.77,0,165,310,53.23,6.45,-6.46,-6.46,50.11013216,49.44933921,-3.340132159,5
36059-0515050,387,376,770,1.4,139,47.44,0,154,293,52.56,5.12,-5.12,-5.12,50.25974026,48.83116883,-2.81974026,5
36059-0515051,373,374,758,-0.1,113,42.16,0,154,268,57.46,15.3,-15.3,-15.3,49.20844327,49.34036939,-7.048443272,5
36059-0515052,241,218,464,5,79,47.31,0,88,167,52.69,5.39,-5.38,-5.38,51.93965517,46.98275862,-4.629655172,5
36059-0515053,315,344,674,-4.3,91,42.52,0,123,214,57.48,14.95,-14.96,-14.96,46.73590504,51.03857567,-4.215905045,5
36059-0515054,336,285,633,8.1,89,44.72,0,110,199,55.28,10.55,-10.56,-10.56,53.08056872,45.02369668,-8.36056872,5
36059-0515056,540,454,1000,8.6,133,45.24,0,161,294,54.76,9.52,-9.52,-9.52,54,45.4,-8.76,5
36059-0515057,447,462,919,-1.6,171,44.3,0,215,386,55.7,11.4,-11.4,-11.4,48.6398259,50.27203482,-4.339825898,5
36059-0515058,409,423,848,-1.7,158,47.59,0,173,332,52.11,4.52,-4.52,-4.52,48.23113208,49.88207547,-0.641132075,5
36059-0515059,459,357,831,12.3,156,50,0,156,312,50,0,0,0,55.23465704,42.96028881,-5.23465704,5
36059-0515060,358,345,712,1.8,124,48.44,0,132,256,51.56,3.12,-3.12,-3.12,50.28089888,48.45505618,-1.840898876,5
36059-0515061,273,272,550,0.2,79,39.3,0,122,201,60.7,21.39,-21.4,-21.4,49.63636364,49.45454545,-10.33636364,5
36059-0515062,175,146,326,8.9,46,44.66,0,57,103,55.34,10.68,-10.68,-10.68,53.6809816,44.78527607,-9.020981595,5
36059-0515063,455,315,780,17.9,135,55.33,10.66,109,244,44.67,0,10.66,10.66,58.33333333,40.38461538,-3.003333333,5
36059-0515064,213,186,405,6.7,65,45.45,0,78,143,54.55,9.09,-9.1,-9.1,52.59259259,45.92592593,-7.142592593,5
36059-0515065,284,314,603,-5,98,43.75,0,126,224,56.25,12.5,-12.5,-12.5,47.09784411,52.07296849,-3.347844113,5
36059-0515066,125,139,265,-5.3,59,51.75,3.51,55,114,48.25,0,3.5,3.5,47.16981132,52.45283019,4.580188679,5
36059-0515067,306,343,654,-5.7,105,41.34,0,147,254,57.87,16.54,-16.53,-16.53,46.78899083,52.44648318,-5.448990826,5
36059-0515068,332,317,662,2.3,129,48.5,0,136,266,51.13,2.63,-2.63,-2.63,50.1510574,47.88519637,-1.651057402,5
36059-0515069,294,321,616,-4.4,76,40.64,0,111,187,59.36,18.72,-18.72,-18.72,47.72727273,52.11038961,-7.087272727,5
36059-0515070,212,246,464,-7.3,77,47.24,0,86,163,52.76,5.52,-5.52,-5.52,45.68965517,53.01724138,1.550344828,5
36059-0515071,335,348,689,-1.9,138,49.64,0,140,278,50.36,0.72,-0.72,-0.72,48.62119013,50.50798258,1.018809869,5
36059-0515072,193,288,488,-19.5,75,36.23,0,132,207,63.77,27.54,-27.54,-27.54,39.54918033,59.01639344,-3.319180328,5
36059-0515073,570,416,994,15.5,226,58.4,17.05,160,387,41.34,0,17.06,17.06,57.34406439,41.85110664,1.055935614,5
36059-0515074,241,256,506,-3,71,37.97,0,116,187,62.03,24.06,-24.06,-24.06,47.6284585,50.59288538,-9.658458498,5
