ED,Reported *,Zohran Kwame Mamdani (Democratic),Curtis A. Sliwa (Republican),Irene Estrada (Conservative),Zohran Kwame Mamdani (Working Families),Curtis A. Sliwa (Protect Animals),Eric L. Adams (Safe&Affordable/EndAntiSemitism),Joseph Hernandez (Quality of Life),Andrew M. Cuomo (Fight and Deliver),Jim Walden (Integrity),WRITE-IN,AD
1,99.00%,66,332,5,12,14,1,0,662,2,0,23
2,99.00%,67,353,4,8,16,1,1,627,1,0,23
3,99.00%,28,148,0,5,9,0,1,184,0,1,23
4,99.00%,91,215,2,11,11,3,0,757,0,2,23
5,99.00%,70,259,0,12,15,1,0,731,0,3,23
6,99.00%,105,281,1,13,10,2,1,660,0,1,23
7,99.00%,131,351,3,17,11,4,4,629,1,7,23
8,50.00%,67,119,0,13,9,0,0,167,2,0,23
9,50.00%,68,54,0,8,1,0,0,97,0,1,23
10,99.00%,150,289,0,14,13,0,0,474,3,2,23
11,99.00%,240,77,1,29,5,3,0,234,1,0,23
12,83.33%,79,20,0,16,3,2,0,51,1,0,23
13,83.33%,170,74,1,38,7,0,0,168,0,1,23
14,99.00%,143,122,2,11,12,1,1,269,0,1,23
15,83.33%,114,106,1,13,10,1,1,252,1,1,23
16,99.00%,88,71,0,13,5,2,0,156,2,0,23
17,99.00%,56,197,2,6,12,2,0,318,0,1,23
18,99.00%,286,65,0,34,4,4,0,239,1,0,23
19,99.00%,40,4,1,5,0,0,0,25,0,1,23
20,99.00%,117,11,1,11,0,2,0,68,0,1,23
21,99.00%,103,10,2,8,6,2,1,239,1,1,23
22,99.00%,84,9,0,3,0,0,0,65,0,0,23
23,99.00%,69,28,0,1,1,6,2,197,2,0,23
24,99.00%,106,11,1,9,3,2,0,97,0,0,23
25,99.00%,149,24,2,7,3,6,1,384,0,0,23
26,99.00%,97,18,3,2,1,6,0,198,0,1,23
27,99.00%,52,15,0,4,0,3,0,680,1,2,23
28,99.00%,137,21,1,8,3,0,0,364,0,1,23
29,99.00%,7,12,0,2,0,2,0,839,0,0,23
30,99.00%,83,23,0,4,3,2,1,603,0,0,23
31,99.00%,186,27,0,12,0,2,0,452,0,0,23
32,99.00%,203,35,1,9,4,4,0,573,0,1,23
33,99.00%,80,255,0,11,11,0,0,606,0,0,23
34,99.00%,78,277,0,7,14,0,0,479,0,0,23
35,99.00%,56,253,0,8,8,0,0,500,0,0,23
36,99.00%,111,261,1,16,6,0,0,483,0,1,23
37,99.00%,148,273,1,23,14,1,0,389,0,3,23
38,99.00%,81,212,1,10,8,0,1,390,0,0,23
39,99.00%,23,3,0,1,0,0,0,16,0,0,23
40,99.00%,187,47,0,12,1,0,0,142,0,3,23
41,99.00%,142,99,0,23,12,0,1,243,0,0,23
42,99.00%,129,57,2,16,5,0,0,156,0,1,23
43,99.00%,12,0,0,0,0,0,0,7,0,0,23
44,99.00%,186,211,3,11,8,0,1,526,1,1,23
45,99.00%,87,149,0,8,10,1,0,333,0,1,23
46,99.00%,323,96,1,48,4,0,2,318,1,0,23
47,99.00%,142,131,0,22,4,1,1,238,0,2,23
48,99.00%,166,145,1,20,12,0,0,297,0,0,23
49,99.00%,218,119,1,24,9,0,0,313,0,0,23
50,99.00%,137,43,0,14,1,0,0,117,0,0,23
51,85.71%,168,47,1,17,4,1,1,147,0,2,23
52,85.71%,141,22,0,8,1,0,0,77,0,1,23
53,99.00%,462,36,1,31,0,1,0,136,0,0,23
54,99.00%,394,43,0,34,1,0,0,139,0,0,23
55,99.00%,115,20,0,13,3,0,0,64,1,0,23
56,99.00%,110,23,1,6,1,1,0,83,0,0,23
57,99.00%,146,42,0,11,3,2,0,96,0,0,23
58,99.00%,45,154,0,13,9,1,0,226,0,1,23
59,99.00%,25,111,0,2,2,0,0,254,0,0,23
60,99.00%,144,122,1,7,4,1,1,200,0,0,23
61,99.00%,0,0,0,0,0,0,0,0,0,0,23
62,85.71%,197,54,0,21,2,0,0,179,2,0,23
63,99.00%,128,21,2,18,0,1,0,116,0,0,23
64,99.00%,58,8,0,7,0,0,1,48,0,0,23
65,99.00%,194,17,1,12,0,2,0,128,1,2,23
66,99.00%,146,6,3,9,0,5,1,191,0,1,23
67,99.00%,0,0,0,0,0,0,0,0,0,0,23
68,99.00%,0,0,0,0,0,0,0,0,0,0,23
69,99.00%,0,0,0,0,0,0,0,0,0,0,23
70,60.00%,0,0,0,0,0,0,0,0,0,0,23
71,99.00%,0,0,0,0,0,0,0,0,0,0,23
72,99.00%,0,0,0,0,0,0,0,0,0,0,23
73,66.67%,0,0,0,0,0,0,0,0,0,0,23
74,99.00%,0,0,0,0,0,0,0,0,0,0,23
1,99.00%,90,13,0,5,3,0,0,40,1,0,24
2,99.00%,104,14,0,10,2,0,1,87,0,2,24
3,99.00%,270,41,5,19,2,0,2,153,0,0,24
4,99.00%,186,32,0,25,0,1,0,114,0,0,24
5,99.00%,159,18,0,8,1,1,0,136,0,0,24
6,99.00%,244,43,2,18,0,1,0,148,0,0,24
7,99.00%,168,36,0,26,2,2,0,110,0,1,24
8,87.50%,228,35,0,16,1,0,0,114,0,1,24
9,99.00%,157,11,0,7,2,0,0,99,0,0,24
10,99.00%,228,25,0,15,2,2,0,138,1,1,24
11,99.00%,201,18,0,6,2,1,0,114,1,1,24
12,99.00%,207,18,1,16,1,1,0,91,0,1,24
13,99.00%,264,21,2,26,5,1,0,158,0,0,24
14,99.00%,224,45,1,25,4,1,0,160,0,0,24
15,99.00%,216,24,1,13,5,0,0,148,0,0,24
16,99.00%,119,13,0,6,0,1,0,84,0,0,24
17,57.14%,17,0,0,3,0,0,0,0,0,0,24
18,99.00%,156,33,0,15,4,1,0,86,0,0,24
19,99.00%,221,39,1,31,2,1,0,127,0,0,24
20,99.00%,65,5,1,4,0,0,0,57,0,0,24
21,99.00%,117,51,1,30,2,2,0,194,0,0,24
22,99.00%,16,9,0,3,1,0,0,47,0,0,24
23,99.00%,155,13,0,11,0,0,1,111,0,0,24
24,99.00%,135,26,1,14,0,1,0,198,1,4,24
25,99.00%,63,22,0,15,2,0,0,72,0,0,24
26,99.00%,157,29,1,12,2,0,0,100,1,0,24
27,99.00%,237,8,0,9,0,0,0,62,0,0,24
28,99.00%,121,29,0,32,0,2,0,130,0,0,24
29,99.00%,246,36,0,17,5,0,0,149,0,0,24
30,99.00%,188,27,2,23,2,2,0,180,0,0,24
31,99.00%,264,54,0,22,2,2,0,240,1,1,24
32,99.00%,244,25,0,7,1,3,0,139,0,0,24
33,99.00%,7,2,0,0,1,0,0,27,0,0,24
34,57.14%,16,1,0,4,0,0,0,8,0,0,24
35,99.00%,142,9,0,10,1,0,0,71,0,0,24
36,99.00%,328,24,2,21,2,1,1,175,0,1,24
37,99.00%,188,14,0,20,1,1,0,54,1,0,24
38,99.00%,430,34,2,69,4,4,0,232,1,2,24
39,99.00%,228,41,1,24,4,0,0,224,0,1,24
40,99.00%,205,20,0,20,1,0,0,108,0,2,24
41,57.14%,61,8,0,8,0,0,0,18,0,0,24
42,99.00%,313,9,0,11,1,1,0,83,0,0,24
43,99.00%,417,54,1,28,4,0,0,148,0,1,24
44,99.00%,317,8,0,30,0,1,0,39,0,0,24
45,99.00%,68,4,0,5,0,0,0,45,0,0,24
46,99.00%,392,38,0,26,4,3,0,190,1,1,24
47,99.00%,298,33,1,40,1,2,1,220,2,1,24
48,99.00%,289,25,0,20,5,3,0,223,0,2,24
49,99.00%,82,41,0,8,5,0,0,941,0,1,24
50,99.00%,18,19,0,4,2,0,0,279,0,0,24
51,99.00%,295,49,0,23,2,2,0,440,0,4,24
52,99.00%,359,36,0,18,1,3,0,347,0,1,24
53,99.00%,334,22,1,19,6,9,0,326,1,3,24
54,99.00%,59,8,0,6,0,1,0,37,0,0,24
55,99.00%,199,17,0,21,1,1,0,154,0,0,24
56,99.00%,240,67,1,24,7,0,2,275,0,4,24
57,99.00%,223,65,0,15,4,2,0,176,1,0,24
58,99.00%,151,58,0,21,2,0,1,543,1,1,24
59,99.00%,122,58,0,15,4,0,1,465,2,1,24
60,99.00%,210,117,1,28,6,2,0,610,2,3,24
61,83.33%,222,93,1,28,12,1,0,446,1,1,24
62,83.33%,166,106,4,19,13,1,0,549,3,0,24
63,83.33%,83,68,1,18,1,1,0,208,1,0,24
64,99.00%,164,114,1,16,5,1,0,381,0,1,24
65,99.00%,577,24,1,47,2,0,0,157,0,0,24
66,99.00%,0,0,0,0,0,0,0,0,0,0,24
1,99.00%,345,50,1,48,6,2,0,353,6,1,25
2,99.00%,282,44,0,58,8,3,1,323,1,4,25
3,99.00%,45,12,0,7,0,1,1,134,0,0,25
4,99.00%,143,34,2,18,0,3,2,133,0,0,25
5,99.00%,308,54,1,47,10,0,3,331,0,3,25
6,99.00%,182,42,0,30,2,1,1,283,1,1,25
7,99.00%,28,5,0,3,2,1,0,57,0,0,25
8,99.00%,20,5,0,0,1,0,0,22,0,0,25
9,99.00%,154,35,2,25,2,1,0,412,1,1,25
10,99.00%,45,13,0,2,2,0,0,65,0,0,25
11,99.00%,89,27,0,16,7,0,0,485,1,0,25
12,99.00%,169,52,1,23,6,0,0,652,1,1,25
13,99.00%,170,49,2,26,6,2,0,519,1,2,25
14,99.00%,141,36,3,23,5,3,1,453,0,0,25
15,99.00%,116,44,0,13,2,0,0,318,1,2,25
16,99.00%,108,36,0,15,0,1,0,466,2,1,25
17,99.00%,148,53,1,15,6,2,0,515,1,0,25
18,99.00%,272,52,1,28,10,2,0,344,0,3,25
19,99.00%,334,49,0,27,5,0,0,271,1,0,25
20,99.00%,308,48,0,27,6,0,1,232,2,3,25
21,99.00%,191,51,0,29,1,4,0,220,1,0,25
22,99.00%,175,59,2,20,5,1,1,258,1,2,25
23,99.00%,106,25,0,12,4,1,0,219,1,2,25
24,99.00%,117,53,1,11,5,0,0,241,0,2,25
25,99.00%,189,101,3,31,6,0,3,375,0,1,25
26,99.00%,154,96,1,25,7,1,0,408,1,1,25
27,99.00%,194,67,0,17,5,2,1,344,2,0,25
28,99.00%,190,59,1,16,5,2,1,240,0,2,25
29,99.00%,188,63,3,16,2,0,0,396,1,1,25
30,99.00%,136,61,0,20,4,1,0,340,0,0,25
31,99.00%,175,69,3,11,1,1,0,322,1,1,25
32,99.00%,127,51,2,13,2,2,0,307,0,1,25
33,99.00%,148,130,1,18,6,1,0,389,1,0,25
34,99.00%,156,62,1,18,7,4,2,383,2,0,25
35,99.00%,158,61,0,30,0,3,1,245,0,1,25
36,99.00%,137,91,1,17,7,1,0,233,0,0,25
37,99.00%,119,34,0,28,2,0,1,206,0,0,25
38,99.00%,110,41,0,12,1,1,0,231,1,1,25
39,99.00%,136,49,3,12,0,1,2,220,0,0,25
40,99.00%,162,60,1,23,3,0,0,209,1,0,25
41,99.00%,108,35,2,12,2,2,0,151,0,0,25
42,99.00%,200,44,1,18,2,0,0,198,3,1,25
43,99.00%,143,62,0,14,2,4,0,236,1,0,25
44,99.00%,186,39,3,20,3,0,1,222,0,3,25
45,99.00%,154,46,3,20,5,3,0,247,0,0,25
46,99.00%,134,34,0,12,2,1,2,162,1,0,25
47,99.00%,83,23,4,11,4,1,1,115,0,0,25
48,99.00%,0,0,0,0,0,0,0,0,0,0,25
49,99.00%,0,0,0,0,0,0,0,0,0,0,25
1,99.00%,146,31,0,9,1,0,0,93,0,0,26
2,99.00%,68,8,0,4,0,1,0,44,0,1,26
3,99.00%,84,11,0,12,2,0,0,47,0,0,26
4,99.00%,127,34,0,14,1,0,0,118,0,0,26
5,99.00%,6,4,0,1,0,1,0,6,0,0,26
6,99.00%,160,52,1,20,1,1,0,268,1,1,26
7,99.00%,248,88,4,18,10,1,0,330,1,1,26
8,99.00%,203,106,1,21,5,1,1,470,2,0,26
9,99.00%,97,12,1,12,3,1,0,59,0,0,26
10,99.00%,79,36,1,4,1,3,2,783,1,3,26
11,99.00%,47,21,0,5,2,0,0,458,0,0,26
12,99.00%,238,128,2,23,8,5,0,482,0,1,26
13,99.00%,86,58,0,16,1,0,0,125,0,0,26
14,99.00%,101,30,1,6,1,2,0,94,0,0,26
15,99.00%,143,33,0,11,2,0,0,124,0,0,26
16,99.00%,174,75,0,30,5,1,0,497,1,2,26
17,99.00%,192,111,1,27,13,0,0,534,1,2,26
18,99.00%,153,55,3,18,7,1,0,253,1,0,26
19,99.00%,77,42,0,5,2,1,0,190,0,1,26
20,99.00%,224,132,2,27,8,1,3,508,0,1,26
21,99.00%,158,109,1,24,8,1,0,533,0,1,26
22,99.00%,205,97,2,15,8,2,1,564,5,0,26
23,99.00%,219,103,1,23,7,3,1,386,0,0,26
24,99.00%,261,98,0,14,12,0,0,523,3,1,26
25,99.00%,139,71,0,10,3,0,0,328,0,0,26
26,99.00%,139,48,1,16,10,0,0,432,0,6,26
27,99.00%,35,12,1,3,1,0,0,80,0,0,26
28,99.00%,164,80,0,22,4,0,0,336,0,1,26
29,99.00%,101,57,0,7,3,1,0,257,1,2,26
30,99.00%,1,1,0,1,0,0,0,8,0,0,26
31,99.00%,193,86,2,18,4,3,1,393,1,2,26
32,99.00%,227,88,1,29,9,2,2,308,0,0,26
33,99.00%,222,131,1,38,7,0,2,404,0,2,26
34,99.00%,214,128,0,23,1,0,2,487,1,5,26
35,99.00%,130,73,0,25,7,4,0,273,4,2,26
36,99.00%,171,121,1,33,10,0,0,423,0,1,26
37,99.00%,125,73,1,15,4,0,0,373,1,0,26
38,99.00%,174,131,0,15,4,1,0,605,3,1,26
39,99.00%,91,63,0,10,9,2,0,289,3,0,26
40,99.00%,99,48,0,11,3,0,0,282,0,0,26
41,99.00%,173,90,2,25,5,1,0,576,2,3,26
42,99.00%,145,92,2,19,6,0,0,414,0,1,26
43,99.00%,183,102,1,13,10,3,0,511,1,1,26
44,99.00%,139,106,0,10,4,0,0,461,0,1,26
45,99.00%,144,156,1,14,11,2,1,605,0,3,26
46,99.00%,91,117,0,4,6,1,0,387,2,1,26
47,99.00%,165,103,0,13,3,1,1,314,0,0,26
48,85.71%,149,119,2,21,5,1,0,388,0,2,26
49,85.71%,102,125,3,19,5,1,0,353,0,2,26
50,99.00%,123,167,1,15,13,0,1,563,3,3,26
51,99.00%,80,62,2,10,5,0,1,194,1,0,26
52,99.00%,123,72,2,22,3,0,1,377,2,0,26
53,99.00%,152,105,3,17,7,3,0,342,1,1,26
54,99.00%,195,110,1,32,12,4,1,406,0,0,26
55,99.00%,222,155,3,22,13,2,1,438,2,0,26
56,99.00%,176,105,0,29,7,3,0,421,0,0,26
57,99.00%,205,104,3,33,5,3,0,354,5,2,26
58,99.00%,60,24,1,9,1,0,1,84,0,0,26
59,99.00%,207,97,2,19,11,2,0,393,0,0,26
60,99.00%,175,71,1,19,5,1,1,270,0,0,26
61,99.00%,225,107,3,23,7,3,1,283,1,2,26
62,99.00%,0,0,0,0,0,0,0,0,0,0,26
63,99.00%,0,0,0,0,0,0,0,0,0,0,26
64,99.00%,0,0,0,0,0,0,0,0,0,0,26
65,99.00%,0,0,0,0,0,0,0,0,0,0,26
1,99.00%,72,79,1,5,1,0,0,135,0,2,27
2,99.00%,347,49,1,64,5,3,0,240,1,2,27
3,99.00%,317,32,2,65,8,6,0,448,1,7,27
4,57.14%,151,20,0,41,3,0,0,194,2,0,27
5,57.14%,126,14,0,26,1,0,0,251,2,1,27
6,57.14%,61,8,0,17,1,0,0,116,0,0,27
7,99.00%,31,5,1,7,1,0,0,200,0,1,27
8,99.00%,103,16,0,18,2,1,0,135,1,0,27
9,99.00%,96,38,1,23,5,2,0,320,2,0,27
10,99.00%,117,15,1,15,3,3,0,89,2,0,27
11,99.00%,96,10,0,7,2,0,0,98,1,0,27
12,99.00%,215,40,1,16,5,2,1,360,1,0,27
13,99.00%,198,49,0,15,5,4,3,262,1,0,27
14,99.00%,206,68,1,29,8,1,0,363,0,1,27
15,99.00%,224,68,1,22,7,9,1,395,1,0,27
16,99.00%,112,34,0,11,3,1,0,182,0,1,27
17,99.00%,188,50,1,29,3,2,1,171,0,0,27
18,99.00%,84,18,2,2,2,3,1,127,0,0,27
19,99.00%,209,50,1,19,5,0,0,289,1,4,27
20,99.00%,86,28,0,15,3,0,0,436,0,1,27
21,99.00%,131,63,1,14,5,1,1,463,0,1,27
22,99.00%,193,63,1,24,6,0,0,423,1,3,27
23,99.00%,104,40,2,17,3,1,0,594,0,1,27
24,99.00%,74,24,0,8,0,3,0,517,0,1,27
25,99.00%,100,39,0,10,2,2,0,762,0,2,27
26,99.00%,92,5,2,16,0,0,0,51,0,1,27
27,99.00%,21,25,0,6,1,2,0,1040,1,2,27
28,99.00%,166,49,2,24,9,3,0,433,1,2,27
29,99.00%,47,34,0,2,1,3,0,788,1,3,27
30,99.00%,85,31,0,9,2,0,0,332,0,0,27
31,99.00%,4,2,0,1,0,0,0,69,0,0,27
32,99.00%,185,90,1,14,6,2,1,275,1,2,27
33,99.00%,182,76,0,32,9,2,0,232,1,1,27
34,99.00%,168,84,0,17,6,2,0,207,0,1,27
35,99.00%,191,83,1,21,11,1,0,213,1,1,27
36,99.00%,166,123,2,19,9,1,3,285,1,1,27
37,99.00%,151,93,0,18,4,0,0,275,0,2,27
38,99.00%,149,109,0,21,5,0,0,255,1,1,27
39,99.00%,114,119,0,16,4,0,0,373,0,0,27
40,99.00%,256,32,0,23,3,5,0,480,0,1,27
41,99.00%,43,58,0,7,2,0,0,183,1,0,27
42,99.00%,100,259,1,8,13,0,0,641,0,1,27
43,99.00%,139,185,2,14,8,0,1,411,0,1,27
44,99.00%,115,146,0,5,7,0,2,474,1,1,27
45,99.00%,85,174,0,9,6,1,0,528,1,2,27
46,99.00%,12,33,0,0,4,0,0,115,0,0,27
47,99.00%,113,23,0,10,0,2,3,125,1,0,27
48,99.00%,156,125,3,20,9,1,1,362,0,0,27
49,99.00%,134,128,1,17,7,1,1,367,1,0,27
50,99.00%,121,127,0,11,9,0,0,297,1,0,27
51,85.71%,122,131,0,7,7,1,0,357,1,0,27
52,99.00%,0,0,0,0,0,0,0,0,0,0,27
53,99.00%,0,0,0,0,0,0,0,0,0,0,27
54,99.00%,0,0,0,0,0,0,0,0,0,0,27
55,99.00%,0,0,0,0,0,0,0,0,0,0,27
56,57.14%,0,0,0,0,0,0,0,0,0,0,27
57,99.00%,0,0,0,0,0,0,0,0,0,0,27
58,99.00%,0,0,0,0,0,0,0,0,0,0,27
59,99.00%,0,0,0,0,0,0,0,0,0,0,27
60,99.00%,0,0,0,0,0,0,0,0,0,0,27
61,99.00%,0,0,0,0,0,0,0,0,0,0,27
62,99.00%,0,0,0,0,0,0,0,0,0,0,27
63,99.00%,0,0,0,0,0,0,0,0,0,0,27
64,99.00%,0,0,0,0,0,0,0,0,0,0,27
65,99.00%,0,0,0,0,0,0,0,0,0,0,27
66,99.00%,0,0,0,0,0,0,0,0,0,0,27
67,99.00%,0,0,0,0,0,0,0,0,0,0,27
68,99.00%,0,0,0,0,0,0,0,0,0,0,27
1,99.00%,121,16,0,25,0,0,0,76,0,0,28
2,99.00%,341,67,1,98,4,1,1,374,3,4,28
3,99.00%,278,54,2,95,5,3,3,339,0,2,28
4,99.00%,309,43,0,106,5,2,1,336,1,2,28
5,99.00%,40,15,0,10,1,0,0,59,0,0,28
6,99.00%,68,13,1,11,1,0,0,171,0,0,28
7,99.00%,247,53,1,68,1,1,0,415,3,0,28
8,99.00%,271,56,0,97,3,1,0,318,0,2,28
9,99.00%,301,72,1,82,1,1,0,348,0,0,28
10,99.00%,57,89,0,10,5,1,0,222,0,1,28
11,99.00%,120,86,0,14,7,1,0,261,2,2,28
12,99.00%,121,163,0,13,9,2,0,417,1,1,28
13,99.00%,97,106,1,14,4,1,0,169,1,0,28
14,99.00%,156,135,0,17,5,4,1,286,0,0,28
15,99.00%,127,157,2,14,15,0,0,285,0,1,28
16,99.00%,2,1,0,0,0,0,0,5,0,0,28
17,99.00%,2,4,0,2,0,0,0,19,0,0,28
18,99.00%,49,7,0,3,1,1,0,72,0,0,28
19,99.00%,185,63,0,61,0,0,0,129,0,1,28
20,99.00%,347,78,1,88,4,0,0,206,0,0,28
21,83.33%,70,53,1,9,2,0,0,74,0,0,28
22,99.00%,125,220,0,19,19,2,0,421,0,1,28
23,99.00%,75,178,1,11,8,0,1,312,0,1,28
24,99.00%,155,225,1,18,10,0,0,519,0,1,28
25,99.00%,169,262,1,22,15,0,1,582,1,3,28
26,99.00%,133,149,0,31,13,2,0,377,1,0,28
27,99.00%,92,85,0,14,7,1,0,233,0,1,28
28,99.00%,115,28,0,29,5,2,0,210,0,0,28
29,99.00%,257,54,1,35,6,2,0,417,1,2,28
30,99.00%,320,61,1,72,4,2,0,607,1,10,28
31,99.00%,347,40,1,84,4,1,0,345,0,3,28
32,99.00%,363,52,2,111,9,1,0,349,1,3,28
33,99.00%,232,32,1,51,6,1,0,228,2,0,28
34,99.00%,249,43,0,47,5,1,1,301,1,1,28
35,99.00%,351,66,1,82,3,3,0,590,0,7,28
36,99.00%,82,6,0,24,2,0,0,138,0,4,28
37,99.00%,251,32,0,72,6,2,1,518,0,9,28
38,99.00%,232,31,0,72,4,0,1,384,0,3,28
39,99.00%,256,42,1,56,8,1,0,427,0,5,28
40,99.00%,245,47,0,38,0,3,1,549,1,2,28
41,99.00%,96,26,0,16,1,0,0,155,1,0,28
42,99.00%,25,3,0,2,1,1,0,111,0,1,28
43,99.00%,181,46,2,30,5,1,0,609,1,0,28
44,99.00%,134,43,2,19,4,2,0,490,0,2,28
45,99.00%,277,57,1,29,9,1,0,279,1,1,28
46,99.00%,218,36,1,37,0,3,0,289,1,1,28
47,99.00%,174,40,4,35,4,1,0,292,1,0,28
48,99.00%,170,23,0,26,3,0,0,307,1,1,28
49,99.00%,143,31,0,26,1,0,1,266,0,0,28
50,99.00%,261,39,0,64,2,0,1,377,2,0,28
51,99.00%,295,39,2,57,1,0,0,333,0,2,28
52,99.00%,180,39,0,24,4,2,1,338,2,2,28
53,99.00%,359,55,0,71,6,6,0,444,2,3,28
54,99.00%,225,56,1,63,5,1,0,487,1,3,28
55,99.00%,252,56,0,35,4,2,1,448,1,2,28
56,99.00%,211,45,0,43,6,0,1,270,0,3,28
57,99.00%,217,57,1,42,6,0,0,297,1,4,28
58,99.00%,241,74,3,38,7,0,1,427,0,1,28
59,99.00%,143,56,0,22,3,1,1,325,0,0,28
60,99.00%,154,43,0,34,2,2,1,410,0,1,28
61,99.00%,90,165,0,8,10,0,0,341,1,2,28
62,99.00%,270,50,1,38,9,1,0,488,3,3,28
63,99.00%,1,0,0,0,0,0,0,2,0,0,28
64,99.00%,23,7,1,2,0,0,1,74,1,0,28
65,99.00%,84,58,2,22,1,1,0,136,0,1,28
66,99.00%,106,116,0,18,7,0,0,285,2,0,28
67,99.00%,31,21,0,5,1,1,0,67,0,0,28
68,99.00%,42,41,0,4,2,1,0,80,0,0,28
69,99.00%,53,9,0,14,1,0,0,100,0,2,28
70,99.00%,1,0,0,1,1,0,0,2,0,0,28
71,99.00%,34,3,0,8,0,1,0,58,0,0,28
72,99.00%,185,43,3,52,3,3,0,242,1,3,28
73,99.00%,0,0,0,0,0,0,0,0,0,0,28
74,99.00%,0,0,0,0,0,0,0,0,0,0,28
75,99.00%,0,0,0,0,0,0,0,0,0,0,28
1,90.00%,295,12,1,9,0,1,1,210,1,1,29
2,90.00%,258,9,0,12,0,2,0,180,0,0,29
3,90.00%,214,10,1,11,0,4,0,175,0,0,29
4,99.00%,278,16,1,10,1,2,1,204,1,2,29
5,99.00%,323,27,0,7,2,1,0,195,0,0,29
6,99.00%,279,27,1,13,2,0,0,189,0,0,29
7,99.00%,194,16,2,11,2,4,1,147,0,0,29
8,99.00%,203,15,0,17,0,3,0,145,0,0,29
9,99.00%,204,4,0,5,0,1,0,131,0,0,29
10,99.00%,405,17,0,20,0,5,0,273,1,3,29
11,99.00%,329,14,1,18,2,5,0,283,0,1,29
12,99.00%,304,9,3,18,0,4,1,249,0,0,29
13,99.00%,313,9,2,12,2,2,0,275,0,2,29
14,99.00%,306,16,0,11,0,6,1,207,1,1,29
15,99.00%,35,0,0,2,1,2,0,27,0,0,29
16,99.00%,62,3,0,2,0,1,0,46,0,0,29
17,99.00%,154,9,0,8,3,2,0,165,0,0,29
18,99.00%,308,9,0,12,0,6,0,242,0,0,29
19,99.00%,352,15,3,25,1,4,0,218,2,1,29
20,88.89%,183,6,0,9,0,1,0,152,1,0,29
21,88.89%,282,11,0,10,1,4,0,189,1,2,29
22,88.89%,247,11,1,14,2,2,2,160,2,1,29
23,99.00%,361,13,1,11,0,7,0,260,0,3,29
24,99.00%,31,2,0,1,0,0,2,24,0,0,29
25,88.89%,212,8,1,12,2,4,0,177,1,0,29
26,99.00%,59,3,0,4,0,0,0,45,0,0,29
27,88.89%,306,12,0,23,0,3,0,205,1,0,29
28,88.89%,283,5,2,18,1,3,0,240,0,2,29
29,99.00%,198,10,0,10,2,3,1,153,0,0,29
30,99.00%,170,11,2,10,1,1,0,153,0,1,29
31,88.89%,185,10,1,11,0,4,0,142,0,0,29
32,88.89%,143,6,0,8,0,4,0,119,0,0,29
33,99.00%,141,9,1,8,0,1,1,123,0,0,29
34,99.00%,319,13,0,21,3,1,1,211,0,2,29
35,99.00%,209,7,1,23,1,5,0,172,0,3,29
36,99.00%,262,11,1,22,3,5,1,193,0,2,29
37,99.00%,237,7,0,16,0,0,1,180,0,0,29
38,99.00%,222,6,3,13,1,1,0,190,0,0,29
39,99.00%,336,13,0,21,0,8,0,148,1,1,29
40,99.00%,257,6,1,17,2,6,1,182,0,2,29
41,99.00%,315,16,1,16,1,0,1,135,1,1,29
42,99.00%,50,2,0,3,0,0,0,22,0,0,29
43,99.00%,384,28,2,29,1,1,0,125,2,1,29
44,99.00%,382,13,0,32,3,1,0,107,1,0,29
45,99.00%,425,21,1,30,2,1,1,157,1,2,29
46,99.00%,182,11,1,20,1,1,0,60,0,1,29
47,99.00%,163,14,0,11,0,1,0,62,0,2,29
48,99.00%,371,17,0,27,0,0,0,149,0,0,29
49,57.14%,19,0,0,5,0,0,0,7,0,0,29
50,99.00%,415,35,1,35,2,3,2,247,0,1,29
51,57.14%,168,6,0,13,1,0,0,44,0,1,29
52,99.00%,230,5,0,17,0,0,0,60,0,1,29
53,57.14%,116,4,0,6,0,0,0,18,0,0,29
54,99.00%,257,13,1,13,0,2,1,154,1,1,29
55,99.00%,257,13,0,14,0,0,0,114,0,1,29
56,99.00%,217,15,1,8,1,5,0,180,0,0,29
57,99.00%,165,7,0,7,0,1,0,81,0,0,29
58,99.00%,401,21,0,38,1,1,0,186,1,2,29
59,99.00%,179,15,0,8,0,1,0,78,0,0,29
60,99.00%,328,30,1,17,1,3,0,188,0,0,29
61,99.00%,15,1,0,2,0,0,0,9,0,0,29
62,99.00%,0,0,0,0,0,0,0,0,0,0,29
63,99.00%,294,22,0,9,0,0,0,69,0,0,29
64,99.00%,26,0,0,3,0,0,0,22,0,0,29
65,99.00%,240,18,1,13,0,1,0,94,1,2,29
66,99.00%,191,12,1,14,1,6,1,174,0,1,29
1,99.00%,135,118,0,21,7,0,1,291,0,2,30
2,85.71%,38,11,0,10,1,0,1,44,0,0,30
3,99.00%,76,7,0,29,0,0,0,42,1,0,30
4,87.50%,224,32,0,27,5,2,0,112,0,0,30
5,99.00%,144,132,1,20,13,0,0,269,2,0,30
6,99.00%,152,86,1,28,7,0,2,210,0,1,30
7,99.00%,104,66,1,13,4,1,0,136,0,3,30
8,99.00%,199,104,1,22,6,0,0,334,1,1,30
9,99.00%,121,59,2,26,7,2,0,184,0,0,30
10,99.00%,161,130,0,26,9,1,0,365,0,1,30
11,99.00%,190,54,1,24,2,0,0,195,1,1,30
12,99.00%,108,21,1,17,1,0,0,103,0,0,30
13,75.00%,387,81,0,43,8,2,1,367,4,0,30
