"ED","CD","SD","AD","ADED"
11,10,22,48,"AD: 48 ED: 011"
18,8,19,55,"AD: 55 ED: 018"
31,9,22,48,"AD: 48 ED: 031"
43,7,18,50,"AD: 50 ED: 043"
13,10,26,52,"AD: 52 ED: 013"
18,9,22,48,"AD: 48 ED: 018"
17,9,22,48,"AD: 48 ED: 017"
67,10,25,57,"AD: 57 ED: 067"
1,9,21,42,"AD: 42 ED: 001"
55,8,17,47,"AD: 47 ED: 055"
72,11,23,46,"AD: 46 ED: 072"
76,8,25,57,"AD: 57 ED: 076"
62,8,22,59,"AD: 59 ED: 062"
58,7,19,55,"AD: 55 ED: 058"
75,8,25,57,"AD: 57 ED: 075"
64,7,18,50,"AD: 50 ED: 064"
64,9,21,59,"AD: 59 ED: 064"
66,9,19,58,"AD: 58 ED: 066"
53,10,17,49,"AD: 49 ED: 053"
14,13,30,70,"AD: 70 ED: 014"
59,7,12,54,"AD: 54 ED: 059"
100,10,26,61,"AD: 61 ED: 100"
37,11,23,46,"AD: 46 ED: 037"
66,8,25,55,"AD: 55 ED: 066"
46,10,22,49,"AD: 49 ED: 046"
70,8,22,41,"AD: 41 ED: 070"
1,10,27,65,"AD: 65 ED: 001"
59,10,20,42,"AD: 42 ED: 059"
15,6,16,25,"AD: 25 ED: 015"
65,8,19,58,"AD: 58 ED: 065"
8,11,23,61,"AD: 61 ED: 008"
2,10,27,65,"AD: 65 ED: 002"
28,5,10,32,"AD: 32 ED: 028"
61,8,19,60,"AD: 60 ED: 061"
12,12,28,76,"AD: 76 ED: 012"
20,12,59,74,"AD: 74 ED: 020"
69,12,47,69,"AD: 69 ED: 069"
68,12,47,67,"AD: 67 ED: 068"
82,10,20,44,"AD: 44 ED: 082"
23,12,28,73,"AD: 73 ED: 023"
25,12,47,75,"AD: 75 ED: 025"
42,12,47,67,"AD: 67 ED: 042"
62,10,27,61,"AD: 61 ED: 062"
61,10,27,61,"AD: 61 ED: 061"
8,12,47,75,"AD: 75 ED: 008"
75,12,47,69,"AD: 69 ED: 075"
24,13,31,71,"AD: 71 ED: 024"
46,10,27,65,"AD: 65 ED: 046"
25,13,30,69,"AD: 69 ED: 025"
50,13,30,71,"AD: 71 ED: 050"
51,12,28,73,"AD: 73 ED: 051"
68,10,27,61,"AD: 61 ED: 068"
53,12,47,75,"AD: 75 ED: 053"
28,12,28,76,"AD: 76 ED: 028"
50,10,27,66,"AD: 66 ED: 050"
11,12,28,75,"AD: 75 ED: 011"
28,10,27,65,"AD: 65 ED: 028"
65,12,47,69,"AD: 69 ED: 065"
34,12,28,73,"AD: 73 ED: 034"
46,12,28,73,"AD: 73 ED: 046"
72,10,27,66,"AD: 66 ED: 072"
62,13,30,70,"AD: 70 ED: 062"
68,10,27,66,"AD: 66 ED: 068"
5,12,47,67,"AD: 67 ED: 005"
38,12,47,67,"AD: 67 ED: 038"
54,12,47,75,"AD: 75 ED: 054"
18,10,27,66,"AD: 66 ED: 018"
56,10,27,65,"AD: 65 ED: 056"
19,12,28,76,"AD: 76 ED: 019"
48,10,27,65,"AD: 65 ED: 048"
37,12,47,75,"AD: 75 ED: 037"
22,12,28,76,"AD: 76 ED: 022"
8,10,27,65,"AD: 65 ED: 008"
30,12,47,67,"AD: 67 ED: 030"
51,12,59,74,"AD: 74 ED: 051"
57,13,30,70,"AD: 70 ED: 057"
61,12,28,76,"AD: 76 ED: 061"
9,12,28,73,"AD: 73 ED: 009"
60,12,47,67,"AD: 67 ED: 060"
26,12,27,74,"AD: 74 ED: 026"
7,13,30,70,"AD: 70 ED: 007"
8,13,31,72,"AD: 72 ED: 008"
21,12,59,74,"AD: 74 ED: 021"
16,12,47,67,"AD: 67 ED: 016"
31,12,28,76,"AD: 76 ED: 031"
18,12,28,75,"AD: 75 ED: 018"
67,13,30,70,"AD: 70 ED: 067"
11,13,30,69,"AD: 69 ED: 011"
34,12,47,67,"AD: 67 ED: 034"
34,10,27,66,"AD: 66 ED: 034"
42,10,27,65,"AD: 65 ED: 042"
48,12,47,67,"AD: 67 ED: 048"
1,12,28,73,"AD: 73 ED: 001"
5,12,28,73,"AD: 73 ED: 005"
41,12,28,76,"AD: 76 ED: 041"
1,12,47,75,"AD: 75 ED: 001"
12,13,29,68,"AD: 68 ED: 012"
55,12,29,76,"AD: 76 ED: 055"
45,12,29,76,"AD: 76 ED: 045"
32,12,28,73,"AD: 73 ED: 032"
13,12,59,74,"AD: 74 ED: 013"
1,12,28,74,"AD: 74 ED: 001"
13,13,31,72,"AD: 72 ED: 013"
4,12,59,73,"AD: 73 ED: 004"
65,12,28,68,"AD: 68 ED: 065"
33,10,27,65,"AD: 65 ED: 033"
19,10,27,66,"AD: 66 ED: 019"
2,12,59,74,"AD: 74 ED: 002"
26,10,27,65,"AD: 65 ED: 026"
22,13,31,71,"AD: 71 ED: 022"
56,12,28,73,"AD: 73 ED: 056"
55,12,59,74,"AD: 74 ED: 055"
62,12,47,67,"AD: 67 ED: 062"
39,12,47,67,"AD: 67 ED: 039"
2,13,30,69,"AD: 69 ED: 002"
26,13,30,69,"AD: 69 ED: 026"
13,10,27,66,"AD: 66 ED: 013"
25,10,27,65,"AD: 65 ED: 025"
52,12,47,75,"AD: 75 ED: 052"
5,13,30,69,"AD: 69 ED: 005"
29,12,28,73,"AD: 73 ED: 029"
10,13,30,70,"AD: 70 ED: 010"
22,10,27,65,"AD: 65 ED: 022"
7,13,31,71,"AD: 71 ED: 007"
12,12,59,73,"AD: 73 ED: 012"
4,10,27,65,"AD: 65 ED: 004"
17,12,28,76,"AD: 76 ED: 017"
47,13,29,68,"AD: 68 ED: 047"
36,12,47,67,"AD: 67 ED: 036"
25,12,28,73,"AD: 73 ED: 025"
42,12,28,76,"AD: 76 ED: 042"
48,12,28,76,"AD: 76 ED: 048"
63,10,27,66,"AD: 66 ED: 063"
20,12,28,76,"AD: 76 ED: 020"
56,12,47,75,"AD: 75 ED: 056"
4,12,28,76,"AD: 76 ED: 004"
54,12,28,73,"AD: 73 ED: 054"
37,10,27,66,"AD: 66 ED: 037"
48,12,59,74,"AD: 74 ED: 048"
51,12,47,69,"AD: 69 ED: 051"
29,12,47,75,"AD: 75 ED: 029"
58,12,47,69,"AD: 69 ED: 058"
6,12,28,76,"AD: 76 ED: 006"
34,13,30,70,"AD: 70 ED: 034"
42,13,30,71,"AD: 71 ED: 042"
2,13,31,71,"AD: 71 ED: 002"
10,10,27,66,"AD: 66 ED: 010"
26,13,30,70,"AD: 70 ED: 026"
61,13,30,70,"AD: 70 ED: 061"
36,10,27,66,"AD: 66 ED: 036"
3,10,27,65,"AD: 65 ED: 003"
45,12,47,69,"AD: 69 ED: 045"
19,12,59,74,"AD: 74 ED: 019"
20,12,28,75,"AD: 75 ED: 020"
43,10,27,65,"AD: 65 ED: 043"
23,13,31,71,"AD: 71 ED: 023"
40,13,30,71,"AD: 71 ED: 040"
2,12,47,67,"AD: 67 ED: 002"
30,13,29,68,"AD: 68 ED: 030"
12,10,27,65,"AD: 65 ED: 012"
5,10,27,65,"AD: 65 ED: 005"
13,13,29,68,"AD: 68 ED: 013"
56,13,30,71,"AD: 71 ED: 056"
34,13,30,71,"AD: 71 ED: 034"
3,12,28,76,"AD: 76 ED: 003"
58,10,27,65,"AD: 65 ED: 058"
66,10,27,66,"AD: 66 ED: 066"
29,10,27,65,"AD: 65 ED: 029"
49,13,30,71,"AD: 71 ED: 049"
57,12,47,67,"AD: 67 ED: 057"
60,10,27,61,"AD: 61 ED: 060"
36,10,27,65,"AD: 65 ED: 036"
67,10,27,66,"AD: 66 ED: 067"
5,12,47,75,"AD: 75 ED: 005"
58,12,47,75,"AD: 75 ED: 058"
23,12,28,75,"AD: 75 ED: 023"
51,13,30,70,"AD: 70 ED: 051"
52,10,27,66,"AD: 66 ED: 052"
35,12,47,69,"AD: 69 ED: 035"
66,10,27,61,"AD: 61 ED: 066"
23,12,59,74,"AD: 74 ED: 023"
62,10,27,65,"AD: 65 ED: 062"
6,12,47,75,"AD: 75 ED: 006"
23,10,27,65,"AD: 65 ED: 023"
11,13,29,68,"AD: 68 ED: 011"
31,12,28,73,"AD: 73 ED: 031"
67,10,27,65,"AD: 65 ED: 067"
43,12,47,75,"AD: 75 ED: 043"
14,12,59,74,"AD: 74 ED: 014"
6,10,28,66,"AD: 66 ED: 006"
11,12,47,67,"AD: 67 ED: 011"
56,12,47,69,"AD: 69 ED: 056"
39,10,27,65,"AD: 65 ED: 039"
3,13,30,68,"AD: 68 ED: 003"
69,13,30,70,"AD: 70 ED: 069"
15,12,59,73,"AD: 73 ED: 015"
14,12,28,73,"AD: 73 ED: 014"
59,12,47,69,"AD: 69 ED: 059"
61,12,47,67,"AD: 67 ED: 061"
56,13,29,68,"AD: 68 ED: 056"
62,13,31,72,"AD: 72 ED: 062"
29,12,28,76,"AD: 76 ED: 029"
26,12,28,73,"AD: 73 ED: 026"
22,12,28,73,"AD: 73 ED: 022"
63,12,47,67,"AD: 67 ED: 063"
34,12,28,76,"AD: 76 ED: 034"
57,12,59,74,"AD: 74 ED: 057"
52,12,47,67,"AD: 67 ED: 052"
58,12,28,73,"AD: 73 ED: 058"
19,10,27,65,"AD: 65 ED: 019"
7,10,27,65,"AD: 65 ED: 007"
62,12,47,75,"AD: 75 ED: 062"
41,13,30,70,"AD: 70 ED: 041"
44,13,29,68,"AD: 68 ED: 044"
47,12,47,67,"AD: 67 ED: 047"
31,13,30,70,"AD: 70 ED: 031"
4,13,31,72,"AD: 72 ED: 004"
67,12,29,68,"AD: 68 ED: 067"
51,13,29,68,"AD: 68 ED: 051"
36,12,28,75,"AD: 75 ED: 036"
63,12,47,75,"AD: 75 ED: 063"
59,12,47,75,"AD: 75 ED: 059"
42,13,30,70,"AD: 70 ED: 042"
44,12,47,67,"AD: 67 ED: 044"
42,12,30,69,"AD: 69 ED: 042"
55,10,27,65,"AD: 65 ED: 055"
12,10,27,66,"AD: 66 ED: 012"
10,12,28,76,"AD: 76 ED: 010"
61,12,47,69,"AD: 69 ED: 061"
54,12,28,76,"AD: 76 ED: 054"
40,10,27,74,"AD: 74 ED: 040"
12,12,28,75,"AD: 75 ED: 012"
15,12,59,74,"AD: 74 ED: 015"
23,13,30,70,"AD: 70 ED: 023"
70,13,30,70,"AD: 70 ED: 070"
49,12,28,76,"AD: 76 ED: 049"
10,12,28,75,"AD: 75 ED: 010"
21,12,28,73,"AD: 73 ED: 021"
62,12,28,76,"AD: 76 ED: 062"
16,12,28,76,"AD: 76 ED: 016"
51,13,30,71,"AD: 71 ED: 051"
53,13,31,72,"AD: 72 ED: 053"
33,12,47,67,"AD: 67 ED: 033"
5,12,28,76,"AD: 76 ED: 005"
63,10,27,61,"AD: 61 ED: 063"
31,13,30,71,"AD: 71 ED: 031"
62,13,30,71,"AD: 71 ED: 062"
36,13,29,68,"AD: 68 ED: 036"
8,10,47,66,"AD: 66 ED: 008"
27,12,28,73,"AD: 73 ED: 027"
67,10,27,61,"AD: 61 ED: 067"
7,12,28,73,"AD: 73 ED: 007"
10,10,27,65,"AD: 65 ED: 010"
15,10,47,66,"AD: 66 ED: 015"
20,12,28,73,"AD: 73 ED: 020"
58,13,31,72,"AD: 72 ED: 058"
54,10,27,66,"AD: 66 ED: 054"
17,12,28,73,"AD: 73 ED: 017"
53,12,47,67,"AD: 67 ED: 053"
38,12,47,75,"AD: 75 ED: 038"
5,13,30,68,"AD: 68 ED: 005"
6,12,28,73,"AD: 73 ED: 006"
12,12,47,67,"AD: 67 ED: 012"
44,10,27,66,"AD: 66 ED: 044"
8,13,31,71,"AD: 71 ED: 008"
10,13,31,71,"AD: 71 ED: 010"
69,12,29,73,"AD: 73 ED: 069"
39,13,29,68,"AD: 68 ED: 039"
6,12,59,74,"AD: 74 ED: 006"
63,13,30,70,"AD: 70 ED: 063"
44,10,27,65,"AD: 65 ED: 044"
7,10,28,66,"AD: 66 ED: 007"
59,12,47,67,"AD: 67 ED: 059"
67,12,28,73,"AD: 73 ED: 067"
33,12,28,73,"AD: 73 ED: 033"
29,12,47,67,"AD: 67 ED: 029"
45,12,28,74,"AD: 74 ED: 045"
18,12,28,76,"AD: 76 ED: 018"
63,13,30,71,"AD: 71 ED: 063"
41,13,29,68,"AD: 68 ED: 041"
17,12,47,75,"AD: 75 ED: 017"
3,12,59,74,"AD: 74 ED: 003"
41,12,47,67,"AD: 67 ED: 041"
24,13,31,72,"AD: 72 ED: 024"
19,13,30,69,"AD: 69 ED: 019"
44,12,28,73,"AD: 73 ED: 044"
47,12,59,74,"AD: 74 ED: 047"
47,10,27,65,"AD: 65 ED: 047"
42,10,27,74,"AD: 74 ED: 042"
57,10,27,65,"AD: 65 ED: 057"
57,12,47,69,"AD: 69 ED: 057"
38,12,28,76,"AD: 76 ED: 038"
5,10,28,66,"AD: 66 ED: 005"
16,12,28,75,"AD: 75 ED: 016"
12,13,31,71,"AD: 71 ED: 012"
24,13,29,68,"AD: 68 ED: 024"
3,12,47,66,"AD: 66 ED: 003"
24,13,30,70,"AD: 70 ED: 024"
50,12,59,74,"AD: 74 ED: 050"
4,12,59,74,"AD: 74 ED: 004"
7,12,28,76,"AD: 76 ED: 007"
23,13,30,68,"AD: 68 ED: 023"
2,12,59,73,"AD: 73 ED: 002"
48,13,30,70,"AD: 70 ED: 048"
65,12,47,75,"AD: 75 ED: 065"
15,10,27,65,"AD: 65 ED: 015"
50,13,29,68,"AD: 68 ED: 050"
38,12,28,73,"AD: 73 ED: 038"
59,13,31,72,"AD: 72 ED: 059"
24,13,30,69,"AD: 69 ED: 024"
44,13,30,70,"AD: 70 ED: 044"
18,10,27,65,"AD: 65 ED: 018"
53,13,30,70,"AD: 70 ED: 053"
1,12,28,76,"AD: 76 ED: 001"
24,12,28,75,"AD: 75 ED: 024"
9,13,30,68,"AD: 68 ED: 009"
1,13,30,68,"AD: 68 ED: 001"
32,10,27,65,"AD: 65 ED: 032"
16,12,28,73,"AD: 73 ED: 016"
12,13,30,70,"AD: 70 ED: 012"
63,12,29,68,"AD: 68 ED: 063"
65,10,27,61,"AD: 61 ED: 065"
48,12,28,75,"AD: 75 ED: 048"
66,12,47,75,"AD: 75 ED: 066"
21,13,29,68,"AD: 68 ED: 021"
42,13,29,68,"AD: 68 ED: 042"
10,13,31,72,"AD: 72 ED: 010"
28,10,27,66,"AD: 66 ED: 028"
11,13,30,70,"AD: 70 ED: 011"
35,12,47,75,"AD: 75 ED: 035"
41,13,30,71,"AD: 71 ED: 041"
68,12,28,73,"AD: 73 ED: 068"
35,10,27,66,"AD: 66 ED: 035"
52,12,28,76,"AD: 76 ED: 052"
59,13,30,71,"AD: 71 ED: 059"
49,13,29,68,"AD: 68 ED: 049"
47,12,47,75,"AD: 75 ED: 047"
4,13,30,69,"AD: 69 ED: 004"
45,10,27,65,"AD: 65 ED: 045"
50,13,31,72,"AD: 72 ED: 050"
5,12,59,74,"AD: 74 ED: 005"
53,13,30,71,"AD: 71 ED: 053"
60,12,47,69,"AD: 69 ED: 060"
11,10,27,65,"AD: 65 ED: 011"
35,12,28,76,"AD: 76 ED: 035"
52,13,30,70,"AD: 70 ED: 052"
49,10,27,65,"AD: 65 ED: 049"
40,12,47,67,"AD: 67 ED: 040"
53,12,29,68,"AD: 68 ED: 053"
71,13,30,70,"AD: 70 ED: 071"
2,12,28,76,"AD: 76 ED: 002"
64,13,30,70,"AD: 70 ED: 064"
30,12,28,76,"AD: 76 ED: 030"
64,10,27,65,"AD: 65 ED: 064"
51,12,47,75,"AD: 75 ED: 051"
29,10,27,74,"AD: 74 ED: 029"
22,13,30,68,"AD: 68 ED: 022"
27,13,31,71,"AD: 71 ED: 027"
38,13,29,68,"AD: 68 ED: 038"
33,13,29,68,"AD: 68 ED: 033"
36,12,47,69,"AD: 69 ED: 036"
38,10,27,66,"AD: 66 ED: 038"
39,12,47,75,"AD: 75 ED: 039"
67,12,47,69,"AD: 69 ED: 067"
62,12,29,68,"AD: 68 ED: 062"
1,13,30,70,"AD: 70 ED: 001"
71,12,29,68,"AD: 68 ED: 071"
28,13,30,70,"AD: 70 ED: 028"
9,10,27,65,"AD: 65 ED: 009"
31,12,47,75,"AD: 75 ED: 031"
27,13,30,70,"AD: 70 ED: 027"
60,10,27,66,"AD: 66 ED: 060"
49,12,59,74,"AD: 74 ED: 049"
16,12,47,69,"AD: 69 ED: 016"
59,12,59,74,"AD: 74 ED: 059"
34,12,47,69,"AD: 69 ED: 034"
47,13,31,72,"AD: 72 ED: 047"
44,12,28,76,"AD: 76 ED: 044"
16,10,27,65,"AD: 65 ED: 016"
41,10,27,74,"AD: 74 ED: 041"
23,12,28,76,"AD: 76 ED: 023"
54,13,30,70,"AD: 70 ED: 054"
59,12,29,73,"AD: 73 ED: 059"
30,12,28,73,"AD: 73 ED: 030"
37,13,30,70,"AD: 70 ED: 037"
65,10,27,65,"AD: 65 ED: 065"
19,13,30,70,"AD: 70 ED: 019"
64,12,28,68,"AD: 68 ED: 064"
14,12,28,75,"AD: 75 ED: 014"
27,12,28,76,"AD: 76 ED: 027"
29,13,30,70,"AD: 70 ED: 029"
13,12,28,73,"AD: 73 ED: 013"
49,13,30,70,"AD: 70 ED: 049"
21,13,31,71,"AD: 71 ED: 021"
19,12,28,73,"AD: 73 ED: 019"
64,10,27,66,"AD: 66 ED: 064"
37,10,27,74,"AD: 74 ED: 037"
39,12,28,76,"AD: 76 ED: 039"
13,12,28,76,"AD: 76 ED: 013"
20,13,29,68,"AD: 68 ED: 020"
33,12,47,69,"AD: 69 ED: 033"
50,13,30,70,"AD: 70 ED: 050"
12,12,59,74,"AD: 74 ED: 012"
65,12,47,67,"AD: 67 ED: 065"
33,13,31,72,"AD: 72 ED: 033"
51,12,28,76,"AD: 76 ED: 051"
46,12,29,76,"AD: 76 ED: 046"
52,12,47,69,"AD: 69 ED: 052"
25,10,27,74,"AD: 74 ED: 025"
52,12,59,74,"AD: 74 ED: 052"
38,10,27,74,"AD: 74 ED: 038"
59,13,29,68,"AD: 68 ED: 059"
34,10,27,74,"AD: 74 ED: 034"
45,12,47,67,"AD: 67 ED: 045"
61,12,47,75,"AD: 75 ED: 061"
16,13,29,68,"AD: 68 ED: 016"
28,12,28,73,"AD: 73 ED: 028"
43,12,47,69,"AD: 69 ED: 043"
12,12,30,69,"AD: 69 ED: 012"
9,12,59,74,"AD: 74 ED: 009"
30,12,28,75,"AD: 75 ED: 030"
11,13,31,71,"AD: 71 ED: 011"
55,10,27,66,"AD: 66 ED: 055"
38,13,30,70,"AD: 70 ED: 038"
1,13,31,71,"AD: 71 ED: 001"
35,10,27,74,"AD: 74 ED: 035"
42,10,27,66,"AD: 66 ED: 042"
38,13,31,72,"AD: 72 ED: 038"
20,10,27,65,"AD: 65 ED: 020"
45,12,47,75,"AD: 75 ED: 045"
4,13,31,71,"AD: 71 ED: 004"
66,13,30,70,"AD: 70 ED: 066"
48,12,28,73,"AD: 73 ED: 048"
73,10,27,66,"AD: 66 ED: 073"
37,13,29,68,"AD: 68 ED: 037"
38,10,27,65,"AD: 65 ED: 038"
24,10,27,65,"AD: 65 ED: 024"
48,10,27,66,"AD: 66 ED: 048"
24,12,28,76,"AD: 76 ED: 024"
16,13,30,70,"AD: 70 ED: 016"
18,13,31,72,"AD: 72 ED: 018"
31,12,47,67,"AD: 67 ED: 031"
59,12,28,76,"AD: 76 ED: 059"
14,12,28,76,"AD: 76 ED: 014"
10,12,59,74,"AD: 74 ED: 010"
56,13,30,70,"AD: 70 ED: 056"
47,12,47,69,"AD: 69 ED: 047"
11,12,59,74,"AD: 74 ED: 011"
28,10,27,74,"AD: 74 ED: 028"
62,12,28,73,"AD: 73 ED: 062"
36,12,28,76,"AD: 76 ED: 036"
59,10,27,66,"AD: 66 ED: 059"
29,13,29,68,"AD: 68 ED: 029"
66,12,29,68,"AD: 68 ED: 066"
7,13,30,68,"AD: 68 ED: 007"
57,13,31,72,"AD: 72 ED: 057"
16,12,59,74,"AD: 74 ED: 016"
26,10,27,66,"AD: 66 ED: 026"
9,12,47,75,"AD: 75 ED: 009"
8,12,59,74,"AD: 74 ED: 008"
6,13,30,68,"AD: 68 ED: 006"
52,12,29,68,"AD: 68 ED: 052"
58,12,29,76,"AD: 76 ED: 058"
11,12,28,76,"AD: 76 ED: 011"
17,13,30,68,"AD: 68 ED: 017"
7,12,28,75,"AD: 75 ED: 007"
56,12,29,76,"AD: 76 ED: 056"
8,13,30,68,"AD: 68 ED: 008"
40,13,30,69,"AD: 69 ED: 040"
73,13,29,68,"AD: 68 ED: 073"
58,12,59,74,"AD: 74 ED: 058"
50,12,47,69,"AD: 69 ED: 050"
9,10,47,66,"AD: 66 ED: 009"
23,12,47,67,"AD: 67 ED: 023"
37,12,28,73,"AD: 73 ED: 037"
57,13,29,68,"AD: 68 ED: 057"
33,12,47,75,"AD: 75 ED: 033"
21,13,31,72,"AD: 72 ED: 021"
67,12,47,67,"AD: 67 ED: 067"
43,10,27,66,"AD: 66 ED: 043"
55,12,28,73,"AD: 73 ED: 055"
45,10,27,66,"AD: 66 ED: 045"
5,13,31,71,"AD: 71 ED: 005"
36,13,30,71,"AD: 71 ED: 036"
70,10,27,66,"AD: 66 ED: 070"
30,10,27,65,"AD: 65 ED: 030"
47,12,28,73,"AD: 73 ED: 047"
1,13,30,69,"AD: 69 ED: 001"
3,13,31,71,"AD: 71 ED: 003"
33,13,30,70,"AD: 70 ED: 033"
52,12,28,73,"AD: 73 ED: 052"
65,13,30,70,"AD: 70 ED: 065"
71,12,47,69,"AD: 69 ED: 071"
62,12,59,74,"AD: 74 ED: 062"
46,12,47,75,"AD: 75 ED: 046"
42,12,28,73,"AD: 73 ED: 042"
61,10,27,65,"AD: 65 ED: 061"
35,13,30,70,"AD: 70 ED: 035"
41,10,27,66,"AD: 66 ED: 041"
43,10,27,74,"AD: 74 ED: 043"
4,10,28,66,"AD: 66 ED: 004"
47,13,30,70,"AD: 70 ED: 047"
9,13,31,71,"AD: 71 ED: 009"
30,13,31,71,"AD: 71 ED: 030"
66,12,47,67,"AD: 67 ED: 066"
26,12,28,76,"AD: 76 ED: 026"
63,12,47,69,"AD: 69 ED: 063"
60,10,27,65,"AD: 65 ED: 060"
56,12,59,74,"AD: 74 ED: 056"
22,12,59,74,"AD: 74 ED: 022"
64,12,47,69,"AD: 69 ED: 064"
41,10,27,65,"AD: 65 ED: 041"
32,13,30,70,"AD: 70 ED: 032"
32,10,27,74,"AD: 74 ED: 032"
7,12,47,67,"AD: 67 ED: 007"
56,12,47,67,"AD: 67 ED: 056"
39,12,28,73,"AD: 73 ED: 039"
57,12,29,76,"AD: 76 ED: 057"
55,12,47,75,"AD: 75 ED: 055"
71,10,27,66,"AD: 66 ED: 071"
57,12,47,75,"AD: 75 ED: 057"
65,12,28,73,"AD: 73 ED: 065"
54,12,47,67,"AD: 67 ED: 054"
37,13,30,71,"AD: 71 ED: 037"
45,13,30,70,"AD: 70 ED: 045"
13,13,30,70,"AD: 70 ED: 013"
19,13,30,68,"AD: 68 ED: 019"
28,13,29,68,"AD: 68 ED: 028"
2,10,47,66,"AD: 66 ED: 002"
60,13,30,70,"AD: 70 ED: 060"
39,12,30,69,"AD: 69 ED: 039"
7,12,59,74,"AD: 74 ED: 007"
32,10,27,66,"AD: 66 ED: 032"
17,10,47,66,"AD: 66 ED: 017"
32,12,28,76,"AD: 76 ED: 032"
56,13,31,72,"AD: 72 ED: 056"
35,12,47,67,"AD: 67 ED: 035"
16,10,27,66,"AD: 66 ED: 016"
52,10,27,65,"AD: 65 ED: 052"
47,12,28,76,"AD: 76 ED: 047"
66,12,47,69,"AD: 69 ED: 066"
64,12,47,75,"AD: 75 ED: 064"
15,13,29,68,"AD: 68 ED: 015"
39,13,30,70,"AD: 70 ED: 039"
42,13,31,72,"AD: 72 ED: 042"
26,13,31,71,"AD: 71 ED: 026"
34,13,29,68,"AD: 68 ED: 034"
32,12,47,75,"AD: 75 ED: 032"
16,13,31,71,"AD: 71 ED: 016"
9,12,47,67,"AD: 67 ED: 009"
45,13,29,68,"AD: 68 ED: 045"
18,13,30,68,"AD: 68 ED: 018"
25,12,28,76,"AD: 76 ED: 025"
58,13,29,68,"AD: 68 ED: 058"
33,12,28,76,"AD: 76 ED: 033"
34,12,47,75,"AD: 75 ED: 034"
50,12,47,75,"AD: 75 ED: 050"
51,10,27,66,"AD: 66 ED: 051"
70,12,29,68,"AD: 68 ED: 070"
32,13,29,68,"AD: 68 ED: 032"
6,13,30,70,"AD: 70 ED: 006"
26,12,28,75,"AD: 75 ED: 026"
28,13,31,72,"AD: 72 ED: 028"
37,12,28,76,"AD: 76 ED: 037"
6,10,27,65,"AD: 65 ED: 006"
18,12,59,74,"AD: 74 ED: 018"
44,13,31,72,"AD: 72 ED: 044"
15,12,28,76,"AD: 76 ED: 015"
3,12,47,67,"AD: 67 ED: 003"
10,12,28,73,"AD: 73 ED: 010"
24,12,28,73,"AD: 73 ED: 024"
49,12,47,69,"AD: 69 ED: 049"
50,10,27,65,"AD: 65 ED: 050"
28,10,28,75,"AD: 75 ED: 028"
23,13,30,69,"AD: 69 ED: 023"
22,13,30,70,"AD: 70 ED: 022"
63,10,27,65,"AD: 65 ED: 063"
41,12,30,69,"AD: 69 ED: 041"
47,13,30,71,"AD: 71 ED: 047"
23,10,47,66,"AD: 66 ED: 023"
11,12,28,73,"AD: 73 ED: 011"
68,12,47,69,"AD: 69 ED: 068"
55,13,30,70,"AD: 70 ED: 055"
35,10,27,65,"AD: 65 ED: 035"
55,13,30,71,"AD: 71 ED: 055"
17,12,59,74,"AD: 74 ED: 017"
17,13,31,72,"AD: 72 ED: 017"
55,12,47,67,"AD: 67 ED: 055"
14,10,27,65,"AD: 65 ED: 014"
6,13,31,72,"AD: 72 ED: 006"
27,13,30,69,"AD: 69 ED: 027"
46,13,30,71,"AD: 71 ED: 046"
37,12,47,67,"AD: 67 ED: 037"
36,10,27,74,"AD: 74 ED: 036"
62,10,27,66,"AD: 66 ED: 062"
4,13,30,68,"AD: 68 ED: 004"
31,13,29,68,"AD: 68 ED: 031"
37,12,47,69,"AD: 69 ED: 037"
18,12,47,67,"AD: 67 ED: 018"
6,13,30,69,"AD: 69 ED: 006"
13,13,30,69,"AD: 69 ED: 013"
5,13,31,72,"AD: 72 ED: 005"
26,12,47,67,"AD: 67 ED: 026"
9,13,31,72,"AD: 72 ED: 009"
30,13,30,69,"AD: 69 ED: 030"
75,12,28,68,"AD: 68 ED: 075"
47,10,27,66,"AD: 66 ED: 047"
20,13,30,70,"AD: 70 ED: 020"
50,12,47,67,"AD: 67 ED: 050"
64,10,27,61,"AD: 61 ED: 064"
58,12,47,67,"AD: 67 ED: 058"
13,10,27,65,"AD: 65 ED: 013"
77,12,29,68,"AD: 68 ED: 077"
2,12,47,75,"AD: 75 ED: 002"
20,10,27,66,"AD: 66 ED: 020"
61,12,28,73,"AD: 73 ED: 061"
21,10,27,66,"AD: 66 ED: 021"
35,13,31,71,"AD: 71 ED: 035"
28,13,31,71,"AD: 71 ED: 028"
68,13,30,70,"AD: 70 ED: 068"
58,13,30,70,"AD: 70 ED: 058"
31,10,27,65,"AD: 65 ED: 031"
40,12,28,75,"AD: 75 ED: 040"
25,12,47,67,"AD: 67 ED: 025"
18,12,59,73,"AD: 73 ED: 018"
62,12,47,69,"AD: 69 ED: 062"
14,10,47,66,"AD: 66 ED: 014"
43,12,28,73,"AD: 73 ED: 043"
44,12,47,75,"AD: 75 ED: 044"
69,10,27,66,"AD: 66 ED: 069"
31,10,27,66,"AD: 66 ED: 031"
13,12,28,75,"AD: 75 ED: 013"
30,10,27,74,"AD: 74 ED: 030"
54,12,47,69,"AD: 69 ED: 054"
10,12,47,67,"AD: 67 ED: 010"
